,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,New column
2607,RI,63,415,No,No,0,180.5,126.0,30.69,230.0,98.0,19.55,232.5,73.0,10.46,10.6,3,2.86,0.0,False,41.150000000000006
2608,AL,102,415,No,No,0,123.1,106.0,20.93,182.0,102.0,15.47,244.6,75.0,11.01,12.6,7,3.4,2.0,False,31.939999999999998
2609,NC,76,510,No,No,0,165.7,94.0,28.17,257.4,80.0,21.88,170.8,114.0,7.69,10.0,4,2.7,1.0,False,35.86
2610,SD,104,408,No,No,0,200.2,92.0,34.03,118.7,87.0,10.09,236.6,65.0,10.65,6.0,6,1.62,2.0,False,44.68
2611,MT,109,510,No,No,0,154.8,82.0,26.32,287.7,109.0,24.45,208.4,80.0,9.38,5.9,9,1.59,3.0,False,35.7
2612,HI,105,510,No,No,0,125.4,116.0,21.32,261.5,95.0,22.23,241.6,104.0,10.87,11.4,9,3.08,2.0,False,32.19
2613,MT,63,415,No,Yes,33,184.2,111.0,31.31,312.6,89.0,26.57,264.0,55.0,11.88,12.2,4,3.29,1.0,False,43.19
2614,KY,105,415,No,Yes,24,274.7,99.0,46.7,193.5,118.0,16.45,299.6,109.0,13.48,10.8,3,2.92,3.0,False,60.18000000000001
2615,DC,68,415,Yes,Yes,39,142.0,140.0,24.14,241.6,89.0,20.54,302.0,72.0,13.59,11.3,5,3.05,1.0,False,37.730000000000004
2616,CO,63,408,Yes,Yes,21,151.5,99.0,25.76,147.8,89.0,12.56,210.4,114.0,9.47,10.0,4,2.7,1.0,False,35.230000000000004
2617,MI,74,415,No,No,0,124.8,114.0,21.22,133.0,121.0,11.31,160.3,85.0,7.21,10.6,7,2.86,3.0,False,28.43
2618,AL,76,415,No,No,0,179.2,85.0,30.46,222.9,66.0,18.95,188.2,113.0,8.47,12.4,2,3.35,0.0,False,38.93
2619,KS,91,408,Yes,No,0,246.4,110.0,41.89,182.0,98.0,15.47,157.6,106.0,7.09,12.1,2,3.27,2.0,True,48.980000000000004
2620,NC,101,415,No,No,0,232.7,114.0,39.56,186.4,123.0,15.84,153.3,122.0,6.9,11.5,6,3.11,5.0,False,46.46
2621,SC,116,408,No,No,0,288.0,120.0,48.96,255.8,90.0,21.74,233.4,99.0,10.5,13.4,4,3.62,0.0,True,59.46
2622,CO,131,415,No,Yes,23,170.8,145.0,29.04,236.7,93.0,20.12,294.5,100.0,13.25,12.7,1,3.43,1.0,False,42.29
2623,MN,84,415,No,No,0,216.1,114.0,36.74,197.5,107.0,16.79,217.8,104.0,9.8,9.8,3,2.65,1.0,False,46.540000000000006
2624,WY,104,415,No,No,0,138.7,100.0,23.58,215.4,58.0,18.31,164.3,98.0,7.39,4.9,4,1.32,2.0,False,30.97
2625,FL,108,510,No,No,0,210.7,112.0,35.82,238.7,73.0,20.29,253.6,90.0,11.41,9.2,5,2.48,3.0,False,47.230000000000004
2626,NY,111,415,No,No,0,181.8,117.0,30.91,158.1,91.0,13.44,266.2,123.0,11.98,9.7,9,2.62,0.0,False,42.89
2627,OK,155,408,No,Yes,30,61.6,103.0,10.47,255.1,110.0,21.68,225.9,96.0,10.17,12.4,5,3.35,1.0,False,20.64
2628,ME,66,510,No,No,0,207.7,85.0,35.31,196.7,112.0,16.72,261.7,83.0,11.78,6.8,3,1.84,1.0,False,47.09
2629,NE,64,510,No,No,0,219.2,73.0,37.26,167.0,65.0,14.2,161.4,119.0,7.26,10.0,5,2.7,1.0,False,44.519999999999996
2630,OH,69,415,No,No,0,227.0,122.0,38.59,258.7,111.0,21.99,169.7,87.0,7.64,8.9,1,2.4,2.0,False,46.230000000000004
2631,CT,116,415,No,No,0,245.9,73.0,41.8,240.1,87.0,20.41,158.7,89.0,7.14,8.9,5,2.4,3.0,False,48.94
2632,DC,101,415,No,No,0,257.3,84.0,43.74,184.8,115.0,15.71,108.9,109.0,4.9,13.5,7,3.65,0.0,False,48.64
2633,OK,15,415,No,No,0,121.1,130.0,20.59,216.0,86.0,18.36,235.1,33.0,10.58,16.1,5,4.35,2.0,False,31.17
2634,NJ,88,415,No,No,0,301.5,136.0,51.26,257.7,72.0,21.9,132.9,118.0,5.98,13.4,2,3.62,4.0,True,57.239999999999995
2635,IA,197,415,No,No,0,233.9,96.0,39.76,218.9,111.0,18.61,182.9,109.0,8.23,9.5,3,2.57,0.0,False,47.989999999999995
2636,VA,50,415,Yes,No,0,99.6,108.0,16.93,308.7,102.0,26.24,161.2,62.0,7.25,13.7,6,3.7,2.0,True,24.18
2637,VA,172,510,No,No,0,169.8,123.0,28.87,183.1,94.0,15.56,395.0,72.0,17.77,12.7,7,3.43,2.0,False,46.64
2638,NM,188,415,Yes,Yes,26,198.8,115.0,33.8,166.6,67.0,14.16,198.5,118.0,8.93,14.4,3,3.89,1.0,True,42.73
2639,FL,85,408,Yes,No,0,116.2,86.0,19.75,229.7,127.0,19.52,204.2,109.0,9.19,10.1,3,2.73,3.0,False,28.939999999999998
2640,RI,103,510,Yes,No,0,255.9,128.0,43.5,140.9,92.0,11.98,308.9,130.0,13.9,12.1,2,3.27,1.0,True,57.4
2641,NJ,136,408,No,Yes,27,187.7,84.0,31.91,221.0,147.0,18.79,145.7,110.0,6.56,10.0,4,2.7,3.0,False,38.47
2642,NE,155,408,No,Yes,21,195.9,91.0,33.3,213.9,84.0,18.18,88.2,111.0,3.97,8.6,4,2.32,0.0,False,37.269999999999996
2643,WV,145,415,No,No,0,129.4,97.0,22.0,185.4,101.0,15.76,204.7,106.0,9.21,1.1,2,0.3,2.0,False,31.21
2644,WY,116,510,No,Yes,12,221.0,108.0,37.57,151.0,118.0,12.84,179.0,80.0,8.06,9.0,6,2.43,2.0,False,45.63
2645,SC,152,408,No,No,0,140.5,92.0,23.89,186.8,96.0,15.88,227.0,89.0,10.22,9.5,5,2.57,2.0,False,34.11
2646,MS,65,415,Yes,No,0,277.9,123.0,47.24,155.8,112.0,13.24,256.9,71.0,11.56,9.2,10,2.48,0.0,True,58.800000000000004
2647,ND,180,415,No,No,0,224.9,105.0,38.23,250.0,101.0,21.25,216.1,73.0,9.72,6.7,5,1.81,3.0,True,47.949999999999996
2648,IL,67,415,No,No,0,109.1,117.0,18.55,217.4,124.0,18.48,188.4,141.0,8.48,12.8,6,3.46,0.0,False,27.03
2649,OR,60,415,No,No,0,207.8,109.0,35.33,123.5,112.0,10.5,291.6,115.0,13.12,5.7,9,1.54,0.0,False,48.449999999999996
2650,UT,138,510,No,No,0,205.9,96.0,35.0,257.1,94.0,21.85,209.0,63.0,9.4,12.1,8,3.27,0.0,False,44.4
2651,IA,44,415,No,No,0,308.6,139.0,52.46,150.8,94.0,12.82,198.7,66.0,8.94,7.3,3,1.97,4.0,True,61.4
2652,ME,25,510,No,No,0,242.6,69.0,41.24,209.0,117.0,17.77,219.7,82.0,9.89,14.4,6,3.89,2.0,False,51.13
2653,WY,145,408,No,No,0,229.6,82.0,39.03,138.1,103.0,11.74,250.8,109.0,11.29,3.3,3,0.89,1.0,False,50.32
2654,WI,122,510,No,Yes,28,166.0,62.0,28.22,233.9,88.0,19.88,170.1,84.0,7.65,7.7,3,2.08,2.0,False,35.87
2655,SC,121,415,No,No,0,144.8,126.0,24.62,200.6,82.0,17.05,208.8,81.0,9.4,13.3,9,3.59,0.0,True,34.02
2656,DC,55,510,Yes,No,0,106.1,77.0,18.04,123.5,100.0,10.5,96.4,92.0,4.34,12.9,3,3.48,0.0,False,22.38
2657,CT,77,415,No,No,0,221.8,84.0,37.71,166.0,125.0,14.11,210.2,72.0,9.46,13.2,4,3.56,1.0,False,47.17
2658,OR,12,415,No,No,0,204.6,98.0,34.78,212.5,90.0,18.06,182.1,95.0,8.19,9.8,7,2.65,2.0,False,42.97
2659,OR,64,510,No,No,0,213.5,93.0,36.3,166.6,114.0,14.16,122.0,78.0,5.49,14.1,3,3.81,3.0,False,41.79
2660,NV,92,415,No,Yes,44,152.0,95.0,25.84,274.9,73.0,23.37,162.4,121.0,7.31,10.0,1,2.7,2.0,False,33.15
2661,MN,125,415,Yes,Yes,29,260.8,81.0,44.34,163.7,112.0,13.91,271.7,117.0,12.23,17.0,6,4.59,1.0,True,56.57000000000001
2662,OK,160,408,No,No,0,166.4,117.0,28.29,317.0,129.0,26.95,160.4,121.0,7.22,10.0,2,2.7,1.0,False,35.51
2663,KS,79,415,No,No,0,177.9,83.0,30.24,167.3,84.0,14.22,223.7,142.0,10.07,15.2,8,4.1,0.0,False,40.31
2664,RI,36,415,No,No,0,235.1,97.0,39.97,196.8,104.0,16.73,259.7,110.0,11.69,7.0,7,1.89,3.0,False,51.66
2665,DC,102,415,No,No,0,186.8,92.0,31.76,173.7,123.0,14.76,250.9,131.0,11.29,9.7,4,2.62,2.0,False,43.05
2666,IL,138,408,Yes,No,0,268.4,81.0,45.63,174.4,115.0,14.82,193.5,96.0,8.71,11.6,4,3.13,1.0,False,54.34
2667,UT,164,510,No,No,0,192.1,95.0,32.66,249.8,94.0,21.23,132.6,100.0,5.97,7.3,3,1.97,3.0,False,38.629999999999995
2668,MN,125,415,No,No,0,240.7,82.0,40.92,269.4,85.0,22.9,187.1,74.0,8.42,10.1,3,2.73,0.0,True,49.34
2669,WI,72,408,No,No,0,179.9,113.0,30.58,149.8,112.0,12.73,168.2,79.0,7.57,9.8,7,2.65,2.0,False,38.15
2670,MI,74,415,No,No,0,314.1,86.0,53.4,222.4,99.0,18.9,259.0,121.0,11.66,12.3,5,3.32,3.0,True,65.06
2671,MI,134,415,No,Yes,41,162.0,82.0,27.54,324.7,77.0,27.6,160.1,112.0,7.2,11.9,5,3.21,0.0,False,34.74
2672,MA,145,415,No,No,0,175.8,89.0,29.89,274.3,119.0,23.32,226.6,69.0,10.2,12.4,4,3.35,1.0,False,40.09
2673,AL,136,510,No,No,0,109.4,91.0,18.6,207.5,111.0,17.64,135.0,107.0,6.08,11.6,5,3.13,0.0,False,24.68
2674,SC,209,510,No,No,0,255.1,124.0,43.37,230.6,110.0,19.6,218.0,69.0,9.81,8.5,5,2.3,3.0,True,53.18
2675,WI,66,415,Yes,No,0,208.7,84.0,35.48,173.3,88.0,14.73,264.7,107.0,11.91,8.3,3,2.24,3.0,False,47.39
2676,VT,152,510,No,Yes,20,214.6,108.0,36.48,96.6,82.0,8.21,170.7,145.0,7.68,7.9,5,2.13,1.0,False,44.16
2677,CT,162,408,No,No,0,49.2,121.0,8.36,143.9,136.0,12.23,203.0,97.0,9.14,12.1,13,3.27,1.0,False,17.5
2678,OR,72,510,No,No,0,141.3,133.0,24.02,134.9,96.0,11.47,227.5,97.0,10.24,11.2,3,3.02,2.0,False,34.26
2679,HI,101,415,No,No,0,253.2,89.0,43.04,237.9,114.0,20.22,154.3,85.0,6.94,9.7,7,2.62,4.0,False,49.98
2680,WV,125,415,No,No,0,206.0,128.0,35.02,198.1,71.0,16.84,135.9,116.0,6.12,13.2,3,3.56,0.0,False,41.14
2681,RI,46,408,No,No,0,40.4,105.0,6.87,172.4,83.0,14.65,145.1,89.0,6.53,9.0,2,2.43,2.0,False,13.4
2682,MI,132,408,No,No,0,291.2,104.0,49.5,234.2,132.0,19.91,191.7,87.0,8.63,8.9,3,2.4,1.0,True,58.13
2683,ME,193,415,No,Yes,31,71.2,58.0,12.1,124.7,105.0,10.6,155.5,108.0,7.0,11.7,3,3.16,0.0,False,19.1
2684,WV,63,510,No,No,0,261.8,69.0,44.51,245.0,135.0,20.83,202.1,94.0,9.09,14.7,4,3.97,0.0,True,53.599999999999994
2685,NE,124,510,No,No,0,191.3,134.0,32.52,261.5,113.0,22.23,182.3,111.0,8.2,10.0,3,2.7,1.0,False,40.72
2686,DC,144,415,No,No,0,133.3,101.0,22.66,255.5,127.0,21.72,228.6,68.0,10.29,11.6,2,3.13,0.0,False,32.95
2687,NH,116,408,No,Yes,24,183.6,138.0,31.21,203.8,90.0,17.32,166.9,89.0,7.51,6.0,3,1.62,2.0,False,38.72
2688,MD,189,415,No,Yes,30,155.2,116.0,26.38,195.5,50.0,16.62,170.1,108.0,7.65,15.4,6,4.16,1.0,False,34.03
2689,NH,97,408,No,Yes,28,283.1,93.0,48.13,185.4,98.0,15.76,312.8,78.0,14.08,6.1,8,1.65,1.0,False,62.21
2690,WV,137,510,No,Yes,50,186.5,94.0,31.71,178.0,106.0,15.13,215.6,100.0,9.7,12.1,4,3.27,2.0,False,41.41
2691,IL,142,415,No,Yes,38,163.3,104.0,27.76,136.0,114.0,11.56,249.1,127.0,11.21,4.3,6,1.16,0.0,False,38.97
2692,OK,84,510,No,No,0,203.4,125.0,34.58,182.9,88.0,15.55,213.7,121.0,9.62,13.8,2,3.73,1.0,False,44.199999999999996
2693,NH,119,415,No,Yes,19,178.1,110.0,30.28,212.8,100.0,18.09,226.3,123.0,10.18,10.0,6,2.7,1.0,False,40.46
2694,MI,158,415,No,No,0,195.9,103.0,33.3,89.1,95.0,7.57,302.2,82.0,13.6,10.3,3,2.78,1.0,False,46.9
2695,ND,50,415,No,No,0,295.3,127.0,50.2,127.4,100.0,10.83,166.8,105.0,7.51,9.6,6,2.59,1.0,False,57.71
2696,LA,98,408,No,No,0,136.1,82.0,23.14,156.3,118.0,13.29,158.8,83.0,7.15,10.1,5,2.73,2.0,False,30.29
2697,HI,101,415,No,Yes,24,114.1,95.0,19.4,161.5,86.0,13.73,176.3,90.0,7.93,13.0,9,3.51,2.0,False,27.33
2698,NJ,182,415,No,No,0,279.1,124.0,47.45,180.5,108.0,15.34,217.5,104.0,9.79,9.5,11,2.57,2.0,True,57.24
2699,WV,51,408,No,No,0,169.3,111.0,28.78,139.5,69.0,11.86,197.0,87.0,8.87,12.0,3,3.24,0.0,False,37.65
2700,NC,117,510,No,No,0,214.4,94.0,36.45,138.0,149.0,11.73,148.7,102.0,6.69,9.9,1,2.67,2.0,False,43.14
2701,PA,92,415,Yes,No,0,255.8,125.0,43.49,142.7,111.0,12.13,181.2,101.0,8.15,11.7,3,3.16,0.0,False,51.64
2702,MI,86,408,No,No,0,148.2,71.0,25.19,285.1,91.0,24.23,166.4,155.0,7.49,6.2,3,1.67,2.0,False,32.68
2703,WY,122,415,No,No,0,119.3,93.0,20.28,223.9,103.0,19.03,211.9,122.0,9.54,8.7,4,2.35,2.0,False,29.82
2704,NJ,156,408,No,Yes,27,192.3,137.0,32.69,199.9,115.0,16.99,244.2,112.0,10.99,14.8,8,4.0,1.0,False,43.68
2705,NJ,127,510,No,No,0,245.2,91.0,41.68,217.2,92.0,18.46,243.1,128.0,10.94,13.9,6,3.75,0.0,True,52.62
2706,NC,130,408,Yes,No,0,216.2,106.0,36.75,363.7,86.0,30.91,126.7,123.0,5.7,16.9,2,4.56,5.0,True,42.45
2707,NM,158,408,No,No,0,172.4,114.0,29.31,256.6,69.0,21.81,235.3,104.0,10.59,0.0,0,0.0,2.0,False,39.9
2708,MS,145,510,Yes,Yes,30,175.3,107.0,29.8,153.3,116.0,13.03,233.6,85.0,10.51,11.1,3,3.0,1.0,False,40.31
2709,TX,90,415,Yes,Yes,26,169.0,104.0,28.73,188.8,104.0,16.05,213.3,76.0,9.6,13.3,3,3.59,0.0,True,38.33
2710,OK,127,510,No,Yes,27,2.6,113.0,0.44,254.0,102.0,21.59,242.7,156.0,10.92,9.2,5,2.48,3.0,False,11.36
2711,ID,109,415,No,No,0,184.1,143.0,31.3,211.7,105.0,17.99,243.0,116.0,10.93,9.9,2,2.67,1.0,False,42.230000000000004
2712,AL,88,415,No,No,0,181.9,90.0,30.92,151.5,87.0,12.88,143.0,100.0,6.44,7.5,3,2.03,1.0,False,37.36
2713,WY,101,510,No,Yes,9,160.1,116.0,27.22,210.0,121.0,17.85,139.1,65.0,6.26,10.8,9,2.92,0.0,False,33.48
2714,HI,171,510,No,No,0,189.8,122.0,32.27,173.7,85.0,14.76,257.1,84.0,11.57,10.3,1,2.78,0.0,False,43.84
2715,VA,21,415,No,No,0,223.2,142.0,37.94,216.5,114.0,18.4,214.7,111.0,9.66,12.4,2,3.35,1.0,False,47.599999999999994
2716,WV,145,408,No,Yes,31,216.0,94.0,36.72,225.1,123.0,19.13,234.7,109.0,10.56,10.7,1,2.89,2.0,False,47.28
2717,DE,90,415,No,No,0,198.5,124.0,33.75,266.6,100.0,22.66,243.3,80.0,10.95,8.0,7,2.16,2.0,False,44.7
2718,CA,33,408,No,No,0,159.5,115.0,27.12,195.4,118.0,16.61,102.4,86.0,4.61,7.1,7,1.92,1.0,False,31.73
2719,PA,61,408,No,Yes,40,105.0,78.0,17.85,180.6,100.0,15.35,174.1,115.0,7.83,10.2,2,2.75,2.0,True,25.68
2720,CO,107,415,No,No,0,204.5,108.0,34.77,162.4,110.0,13.8,155.0,102.0,6.98,13.4,1,3.62,3.0,False,41.75
2721,MD,147,408,No,No,0,274.0,92.0,46.58,231.8,82.0,19.7,283.6,83.0,12.76,6.2,1,1.67,0.0,True,59.339999999999996
2722,AL,117,510,No,No,0,158.7,84.0,26.98,181.7,91.0,15.44,177.3,67.0,7.98,7.7,10,2.08,2.0,False,34.96
2723,AL,95,415,No,No,0,229.9,116.0,39.08,202.4,110.0,17.2,171.4,105.0,7.71,14.2,6,3.83,1.0,False,46.79
2724,KS,186,510,No,No,0,137.8,97.0,23.43,187.7,118.0,15.95,146.4,85.0,6.59,8.7,6,2.35,1.0,False,30.02
2725,MI,128,415,No,No,0,179.4,94.0,30.5,270.4,92.0,22.98,191.0,88.0,8.59,7.9,4,2.13,0.0,False,39.09
2726,AK,55,408,No,Yes,39,139.3,101.0,23.68,178.3,117.0,15.16,246.5,104.0,11.09,8.1,1,2.19,3.0,False,34.769999999999996
2727,OH,134,415,No,No,0,7.8,86.0,1.33,171.4,100.0,14.57,186.5,80.0,8.39,12.9,2,3.48,2.0,False,9.72
2728,IN,96,415,No,Yes,23,183.1,88.0,31.13,147.4,89.0,12.53,350.2,108.0,15.76,11.3,7,3.05,1.0,False,46.89
2729,SC,107,415,No,No,0,206.9,79.0,35.17,262.4,117.0,22.3,149.3,69.0,6.72,10.7,3,2.89,0.0,False,41.89
2730,KS,123,415,No,No,0,140.0,106.0,23.8,153.7,101.0,13.06,50.1,87.0,2.25,12.5,1,3.38,2.0,False,26.05
2731,OK,35,415,No,No,0,179.2,59.0,30.46,283.3,101.0,24.08,285.4,83.0,12.84,5.8,7,1.57,2.0,False,43.3
2732,WI,74,408,No,No,0,177.4,136.0,30.16,240.3,104.0,20.43,237.3,133.0,10.68,12.0,3,3.24,0.0,False,40.84
2733,IN,130,408,No,No,0,115.6,129.0,19.65,167.8,104.0,14.26,141.8,124.0,6.38,12.6,9,3.4,1.0,False,26.029999999999998
2734,IL,137,408,Yes,No,0,237.3,103.0,40.34,176.7,84.0,15.02,263.4,81.0,11.85,14.2,4,3.83,0.0,True,52.190000000000005
2735,TN,88,415,No,No,0,181.5,116.0,30.86,187.0,119.0,15.9,220.3,96.0,9.91,10.5,7,2.84,1.0,False,40.769999999999996
2736,DC,80,408,No,No,0,51.5,90.0,8.76,164.0,98.0,13.94,169.4,80.0,7.62,9.5,4,2.57,3.0,False,16.38
2737,NC,116,408,No,Yes,19,155.7,104.0,26.47,185.4,118.0,15.76,192.7,116.0,8.67,8.2,2,2.21,3.0,False,35.14
2738,RI,123,510,No,Yes,23,245.0,88.0,41.65,265.0,105.0,22.53,239.7,108.0,10.79,14.9,3,4.02,2.0,False,52.44
2739,MS,120,415,No,No,0,131.7,99.0,22.39,163.1,109.0,13.86,201.1,116.0,9.05,10.7,3,2.89,1.0,False,31.44
2740,VA,146,415,Yes,No,0,111.1,126.0,18.89,313.4,95.0,26.64,215.7,82.0,9.71,10.5,6,2.84,1.0,False,28.6
2741,KY,106,510,No,Yes,9,88.5,100.0,15.05,324.8,109.0,27.61,79.9,86.0,3.6,8.2,4,2.21,3.0,False,18.650000000000002
2742,NV,121,408,No,Yes,44,116.0,85.0,19.72,150.1,120.0,12.76,246.8,98.0,11.11,12.0,2,3.24,1.0,False,30.83
2743,WI,137,510,No,No,0,155.5,81.0,26.44,133.1,94.0,11.31,253.1,77.0,11.39,9.1,2,2.46,1.0,False,37.83
2744,NH,84,408,No,Yes,30,106.5,65.0,18.11,225.7,108.0,19.18,188.6,61.0,8.49,5.7,3,1.54,2.0,False,26.6
2745,NE,67,510,No,Yes,31,175.2,68.0,29.78,199.2,73.0,16.93,219.8,99.0,9.89,13.2,6,3.56,1.0,False,39.67
2746,WI,161,408,No,No,0,154.7,84.0,26.3,177.8,125.0,15.11,172.9,90.0,7.78,5.9,2,1.59,4.0,True,34.08
2747,NJ,134,510,No,Yes,34,247.2,105.0,42.02,225.5,133.0,19.17,186.3,76.0,8.38,6.1,5,1.65,2.0,True,50.400000000000006
2748,ME,62,415,Yes,Yes,32,218.4,93.0,37.13,236.7,132.0,20.12,192.2,137.0,8.65,13.2,3,3.56,0.0,True,45.78
2749,WY,120,415,No,Yes,24,227.5,81.0,38.68,234.9,71.0,19.97,166.4,128.0,7.49,9.0,13,2.43,1.0,False,46.17
2750,IN,130,408,No,Yes,30,185.0,117.0,31.45,249.5,141.0,21.21,157.8,103.0,7.1,7.4,7,2.0,0.0,False,38.55
2751,WI,20,408,No,No,0,186.8,89.0,31.76,253.4,51.0,21.54,273.1,105.0,12.29,12.3,6,3.32,2.0,False,44.05
2752,VT,68,415,No,No,0,158.8,119.0,27.0,211.8,105.0,18.0,198.1,101.0,8.91,10.3,3,2.78,1.0,False,35.91
2753,CA,112,415,No,No,0,208.7,150.0,35.48,212.8,104.0,18.09,178.1,98.0,8.01,8.5,4,2.3,0.0,False,43.489999999999995
2754,IN,77,408,No,No,0,185.9,95.0,31.6,212.0,98.0,18.02,282.3,81.0,12.7,11.3,4,3.05,3.0,False,44.3
2755,SC,109,415,No,No,0,222.5,74.0,37.83,169.7,75.0,14.42,264.3,94.0,11.89,9.0,3,2.43,2.0,False,49.72
2756,IN,108,415,No,No,0,201.1,101.0,34.19,170.7,86.0,14.51,237.4,113.0,10.68,11.6,3,3.13,3.0,False,44.87
2757,IA,79,415,No,Yes,17,167.9,114.0,28.54,243.7,93.0,20.71,211.9,114.0,9.54,9.1,2,2.46,1.0,False,38.08
2758,MD,119,408,No,No,0,239.1,88.0,40.65,243.5,79.0,20.7,230.9,92.0,10.39,10.9,3,2.94,3.0,True,51.04
2759,MN,38,510,No,No,0,175.7,109.0,29.87,211.8,97.0,18.0,137.9,109.0,6.21,9.2,3,2.48,5.0,True,36.08
2760,AR,109,415,No,Yes,29,111.2,90.0,18.9,263.5,98.0,22.4,224.7,128.0,10.11,9.0,6,2.43,6.0,True,29.009999999999998
2761,MS,78,415,No,No,0,87.7,74.0,14.91,214.8,58.0,18.26,201.3,147.0,9.06,10.8,6,2.92,1.0,False,23.97
2762,MN,134,415,No,No,0,244.1,99.0,41.5,246.9,111.0,20.99,200.0,133.0,9.0,7.2,2,1.94,0.0,False,50.5
2763,WA,47,415,No,Yes,27,165.0,89.0,28.05,127.3,118.0,10.82,284.4,95.0,12.8,7.7,4,2.08,2.0,False,40.85
2764,MS,59,408,No,Yes,27,127.4,110.0,21.66,103.3,99.0,8.78,164.2,73.0,7.39,9.1,3,2.46,0.0,False,29.05
2765,ID,151,415,No,No,0,194.8,106.0,33.12,292.7,103.0,24.88,224.6,82.0,10.11,5.5,3,1.49,0.0,False,43.23
2766,NC,129,415,No,No,0,54.7,131.0,9.3,256.1,105.0,21.77,176.6,135.0,7.95,11.1,4,3.0,1.0,False,17.25
2767,VA,107,510,No,Yes,27,283.4,104.0,48.18,224.1,152.0,19.05,241.3,63.0,10.86,14.4,7,3.89,2.0,False,59.04
2768,MT,137,408,Yes,No,0,258.0,112.0,43.86,246.5,117.0,20.95,173.2,100.0,7.79,10.9,3,2.94,0.0,True,51.65
2769,MI,76,510,No,No,0,90.5,142.0,15.39,211.7,75.0,17.99,194.9,76.0,8.77,9.3,2,2.51,1.0,False,24.16
2770,HI,24,415,No,No,0,235.6,132.0,40.05,115.9,129.0,9.85,185.4,136.0,8.34,16.2,2,4.37,0.0,False,48.39
2771,NC,169,408,No,No,0,142.5,82.0,24.23,231.4,110.0,19.67,131.2,67.0,5.9,10.0,4,2.7,2.0,False,30.130000000000003
2772,MN,30,408,No,No,0,54.0,68.0,9.18,179.3,96.0,15.24,247.2,101.0,11.12,10.2,8,2.75,1.0,False,20.299999999999997
2773,WV,70,415,No,No,0,214.8,87.0,36.52,131.0,114.0,11.14,216.9,104.0,9.76,9.4,3,2.54,3.0,False,46.28
2774,SD,52,510,Yes,No,0,251.4,118.0,42.74,196.6,80.0,16.71,192.0,53.0,8.64,11.0,2,2.97,0.0,True,51.38
2775,HI,3,408,No,No,0,139.0,99.0,23.63,250.7,108.0,21.31,286.2,87.0,12.88,6.1,3,1.65,4.0,False,36.51
2776,MS,38,415,No,No,0,117.3,114.0,19.94,208.7,105.0,17.74,203.4,98.0,9.15,14.4,2,3.89,2.0,False,29.090000000000003
2777,NY,104,415,No,No,0,264.0,108.0,44.88,132.2,75.0,11.24,177.7,91.0,8.0,10.6,8,2.86,3.0,False,52.88
2778,LA,27,408,No,No,0,82.6,105.0,14.04,204.0,99.0,17.34,224.2,122.0,10.09,9.1,4,2.46,1.0,False,24.13
2779,KS,166,415,Yes,Yes,28,175.8,126.0,29.89,253.6,76.0,21.56,128.5,72.0,5.78,11.4,5,3.08,1.0,False,35.67
2780,MA,13,408,No,No,0,220.4,100.0,37.47,211.2,79.0,17.95,259.3,112.0,11.67,13.6,8,3.67,2.0,False,49.14
2781,AK,52,408,No,No,0,217.0,104.0,36.89,152.3,83.0,12.95,134.3,109.0,6.04,11.8,4,3.19,2.0,False,42.93
2782,SD,114,415,No,Yes,25,129.0,77.0,21.93,290.0,110.0,24.65,177.1,110.0,7.97,11.6,5,3.13,1.0,False,29.9
2783,CO,156,408,No,No,0,150.5,106.0,25.59,152.9,112.0,13.0,215.9,86.0,9.72,3.5,3,0.95,1.0,False,35.31
2784,NH,90,415,No,Yes,42,193.3,66.0,32.86,263.3,85.0,22.38,214.4,97.0,9.65,11.1,4,3.0,0.0,False,42.51
2785,WV,62,415,No,No,0,189.5,122.0,32.22,103.8,95.0,8.82,180.6,106.0,8.13,10.8,5,2.92,2.0,False,40.35
2786,AZ,82,415,No,Yes,33,137.8,95.0,23.43,235.5,128.0,20.02,268.1,70.0,12.06,11.0,6,2.97,2.0,False,35.49
2787,ME,52,510,No,No,0,129.3,80.0,21.98,142.7,101.0,12.13,258.3,89.0,11.62,12.3,4,3.32,3.0,False,33.6
2788,NH,146,510,No,No,0,115.6,77.0,19.65,213.6,100.0,18.16,218.4,72.0,9.83,10.7,6,2.89,1.0,False,29.479999999999997
2789,RI,120,415,No,Yes,23,221.9,114.0,37.72,254.7,84.0,21.65,250.5,117.0,11.27,7.2,5,1.94,2.0,False,48.989999999999995
2790,ID,130,415,No,No,0,263.7,113.0,44.83,186.5,103.0,15.85,195.3,99.0,8.79,18.3,6,4.94,1.0,True,53.62
2791,WI,90,408,No,No,0,61.3,91.0,10.42,194.4,94.0,16.52,143.1,80.0,6.44,11.4,9,3.08,1.0,False,16.86
2792,NM,147,408,Yes,No,0,183.8,113.0,31.25,164.7,110.0,14.0,111.0,87.0,5.0,10.1,4,2.73,1.0,False,36.25
2793,WY,159,415,No,No,0,167.4,68.0,28.46,143.8,74.0,12.22,140.1,111.0,6.3,10.3,3,2.78,0.0,True,34.76
2794,IL,74,510,No,Yes,27,154.1,122.0,26.2,195.3,150.0,16.6,276.7,86.0,12.45,13.2,2,3.56,4.0,False,38.65
